Organisasjonsnummer;Navn;AntallAnsatte;Naeringskode;Organisasjonsform;BrregNavn;StatusCode;Status
820882652;THORHILD WIDVEY CONSULTING AS;0;70.220;AS;;200;konkurs: False
820884892;FAIIR REVISJON DA;0;69.202;DA;;200;konkurs: False
820901312;HV VII Invest Foxtrot AS;0;00.000;AS;;200;konkurs: False
820914872;ALU VINDUER AS;;;AS;;200; slettdato: 2021-10-05
820919092;RAC KANTINEDRIFT AS;;;AS;;200; slettdato: 2022-01-29
820930762;BYGG & VA RÅDGIVEREN AS;;;AS;EKS RØRFORNYING AS;200; slettdato: 2022-11-28
820931262;ENERGI EIENDOM AS;;;AS;;200; slettdato: 2021-11-01
820937422;WICAN REGNSKAP VESTFOLD AS;5;69.201;AS;;200;konkurs: False
820938062;STRØMSVIK OFFSHORE AS;;;AS;;200; slettdato: 2022-03-14
820947592;G1S INVEST AS;0;00.000;AS;;200;konkurs: False
820962052;Aqua Seapro AS;0;03.213;AS;;200;konkurs: True
820963512;PARTNER BERGEN AS;1;68.209;AS;;200;konkurs: False
821007062;OLA BØ;0;62.020;ENK;;200;konkurs: False
821009812;CAV 51 AS;0;68.209;AS;;200;konkurs: False
821015162;BIRGER DIMITRIJ HENRIKSEN;0;80.100;ENK;;200;konkurs: False
821015472;Lantan AS;0;68.209;AS;;200;konkurs: False
821016312;Placht Holding AS;0;68.209;AS;;200;konkurs: False
821032512;K11 Investor AS;0;00.000;AS;;200;konkurs: False
821036372;GREENROOM SOLVOR WIIG;0;31.090;ENK;;200;konkurs: False
821055652;O.K.A HOLDING AS;0;64.308;AS;;200;konkurs: False
821058872;CRO EIENDOM AS;0;68.209;AS;;200;konkurs: False
821059542;VINOTEKET AS;12;56.101;AS;;200;konkurs: False
821066212;RS GLOBAL ENERGY AS;0;70.220;AS;;200;konkurs: False
821072212;HILDRING HAVN AS;;;AS;;200; slettdato: 2020-12-03
821090822;COWORX MANDAL AS;0;68.209;AS;;200;konkurs: False
821091942;LA MASKIN AS;0;81.299;AS;;200;konkurs: False
821094682;Startuplab Founders AS;0;00.000;AS;STARTUPLAB FOUNDERS FUND III AS;200;konkurs: False
821107342;TAMAJ AS;;;AS;;200; slettdato: 2022-12-05
821109582;Proff Gruppen Bygg AS;;;AS;;200; slettdato: 2022-11-10
821126932;Gsj Invest AS;1;86.211;AS;;200;konkurs: False
821135982;SJ FISK AS;0;03.111;AS;;200;konkurs: False
821149282;EIDISSEN CODEX AS;;;AS;;200; slettdato: 2022-11-28
821154502;Smart Arctic AS;;;AS;;200; slettdato: 2022-07-18
821160022;Strendene Utviklingsselskap AS;;;AS;;200; slettdato: 2022-09-22
821167922;NOA AS;2;62.010;AS;;200;konkurs: False
821168082;STRANDHOLMEN AS;0;41.109;AS;;200;konkurs: False
821178282;PRITEX AS;4;82.110;AS;;200;konkurs: False
821180252;GS TRANSPORT SJAFKAT ASIF GONDAL;;;ENK;;200; slettdato: 2020-06-03
821182042;SVALBARD KYSTFISKE AS;;;AS;;200; slettdato: 2020-11-30
821193842;Therese Kjøreskole AS;1;85.530;AS;THERESES TRAFIKKSKOLE AS;200;konkurs: False
821196922;AveXis Switzerland GmbH;0;46.460;NUF;NOVARTIS GENE THERAPIES SWITZERLAND GMBH;200;konkurs: False
821198062;BLÅMYRA AS;3;74.102;AS;;200;konkurs: False
821199832;BIRKELAND TOTALENTREPRENØR AS;4;41.200;AS;ØSTLANDSKE BYGG AS;200;konkurs: False
821205522;PRAELIA AS;1;46.693;AS;;200;konkurs: False
821209862;NORA HAGFORS INTERIØRARKITEKTUR AS;1;74.103;AS;;200;konkurs: False
821219612;TANNKLINIKKEN MARISOL & KALDHEIM AS;6;86.230;AS;;200;konkurs: False
821228182;MB BYGG AS;0;41.200;AS;;200;konkurs: False
821249902;Hov Eiendom og Utleie AS;0;68.100;AS;;200;konkurs: False
821255112;Madame Beauté Cristina Ioana Ionita Skjæveland;0;96.040;ENK;;200;konkurs: False
821284732;HAMNAHOLMEN MARINA AS;;;AS;;200; slettdato: 2021-09-20
821306272;AMUNDSEN BAD & FLIS;;;ENK;;200; slettdato: 2022-02-17
821307872;ASBJØRNSEN BYGG;;;ENK;;200; slettdato: 2021-02-09
821332532;ROBOTIC TOWBARS AS;;;AS;;200; slettdato: 2020-12-23
821336112;BIOFOREDLING AS;0;47.990;AS;;200;konkurs: False
821351952;TERNEN UTBYGGING AS;0;41.109;AS;;200;konkurs: False
821356172;SAMEIET HVETEVEGEN BKS7;0;;ESEK;;200;konkurs: False
821374502;POSITIV KOMPETANSE NORGE AS;2;78.100;AS;;200;konkurs: False
821377242;A MONCLAIR;0;53.200;ENK;MONCLAIR TRANSPORT;200;konkurs: False
821406382;AGK AS;1;70.220;AS;;200;konkurs: False
821408172;FLORØ MOTE AS;4;47.710;AS;;200;konkurs: False
821422442;MERAKI FRISØR AS;4;96.020;AS;;200;konkurs: False
821430062;GRAVALID HOLDING AS;0;68.209;AS;;200;konkurs: False
821435412;JOACHIM BANG;0;43.320;ENK;;200;konkurs: False
821439132;BENT R. BERGER AS;0;71.129;AS;;200;konkurs: False
821451442;TBK JENSEN;1;01.420;ENK;;200;konkurs: False
821453402;SAMEIET AUREOSEN BRYGGE;0;;ESEK;;200;konkurs: False
821456002;AURSNES & PARTNERS EIENDOMSMEGLING ÅLESUND AS;;;AS;;200; slettdato: 2021-09-23
821465362;STENSAAS CONSULTING;0;62.020;ENK;;200;konkurs: False
821469902;KVITFJELLTOPPEN SAMEIERFORENING (KSF);0;94.991;FLI;;200;konkurs: False
821479762;ANDERS SKJOLDSVEI 26,28,30,32 OG 34;0;;ESEK;SAMEIET ANDERS SKJOLDS VEI 26,28,30,32 OG 34;200;konkurs: False
821493412;SULDAL SERVICE AS;19;78.200;AS;;200;konkurs: False
821512662;Lassen Fjordfisk;0;03.111;ENK;;200;konkurs: False
821515432;KAPP SECURITIES AS;;;AS;;200; slettdato: 2022-08-30
821523222;SILHUETT SYKKYLVEN AS;5;47.710;AS;;200;konkurs: False
821532752;FORENINGSGATEN 1 AS;0;68.209;AS;;200;konkurs: False
821533112;Snekker R. Ness AS;;;AS;;200; slettdato: 2022-04-25
821542332;LUNA HANDEL AS;;;AS;;200; slettdato: 2022-04-28
821553962;EIERSEKSJONSSAMEIET EPLEHAGEN;0;;ESEK;;200;konkurs: False
821568242;VAMO AS;0;03.111;AS;;200;konkurs: False
821569222;KONGSVINGER EIENDOM HOLDING AS;1;68.209;AS;;200;konkurs: False
821578582;SPESIALISTKLINIKKEN HAUGESUND AVDELING HUD ULRICH CHRISTIAN BIER;0;86.221;ENK;;200;konkurs: False
821581222;KRATHE HELSE AS;1;86.909;AS;;200;konkurs: False
821586992;PART OF AS;0;70.220;AS;;200;konkurs: False
821588782;GRÜNDERKLUBBEN AS;;;AS;GK KAMPANJE AS;200; slettdato: 2022-07-09
821609402;MINGE CONSULTING;0;43.221;ENK;;200;konkurs: False
821620392;HUG BETONG AS;24;68.209;AS;;200;konkurs: False
821625122;ODDGEIR OLSTAD E70;2;49.320;ENK;;200;konkurs: False
821635462;GP SYSTEMS AS;4;41.200;AS;;200;konkurs: False
821638402;LANDBRUKMEDMEIR ARNE KRINGLEN;0;02.200;ENK;;200;konkurs: False
821641802;Mistel Accounting AS;4;69.201;AS;;200;konkurs: False
821648092;NORSEATECH AS;;;AS;;200; slettdato: 2022-01-05
821661072;BOI GREFSEN 1 AS;;;AS;;200; slettdato: 2020-07-08
821663482;Memento Network Services AS;;;AS;;200; slettdato: 2023-01-23
821664462;NIPA HOLDING AS;0;71.129;AS;NIPA LIPA AS;200;konkurs: False
821668832;GRANVOLL EIENDOM AS;0;41.109;AS;;200;konkurs: False
821674662;ABL SKIN AS;;;AS;;200; slettdato: 2022-08-03
821675022;GRØNLIA AS;0;41.109;AS;;200;konkurs: False
821696232;Lofoten takst AS;4;74.901;AS;;200;konkurs: False
821700922;ADDERO AS;8;69.201;AS;;200;konkurs: False
821703522;Brevetti Nordic AS;2;46.691;AS;;200;konkurs: False
821710022;FENNE MASKIN;0;43.120;ENK;;200;konkurs: False
821723442;SRS MASKIN & LANDBRUK AS;17;43.120;AS;;200;konkurs: False
821723922;Balanse Eigedom AS;;;AS;;200; slettdato: 2021-01-27
821729432;TELLA AS;2;71.129;AS;;200;konkurs: False
821734452;GOFORIT AS;12;47.721;AS;;200;konkurs: False
821741602;MOLNES SEAFOOD AS;;;AS;;200; slettdato: 2021-07-26
821743842;L. SVARTDAL INVEST AS;1;64.308;AS;;200;konkurs: False
821749492;Kaman AS;3;66.220;AS;;200;konkurs: False
821756162;Deif Norge AS;10;46.180;AS;;200;konkurs: False
821763622;Bergh Consulting;;;ENK;;200; slettdato: 2020-12-02
821777062;Get Accept AS;2;58.290;AS;GETACCEPT AS;200;konkurs: False
821785022;VARANGER TRAFIKKSKOLE AS;0;85.530;AS;;200;konkurs: False
821788862;HEADLOCK INVEST AS;0;00.000;AS;;200;konkurs: False
821792282;TREBYGG SØR AS;;;AS;;200; slettdato: 2022-11-16
821800382;SOURTÀ EIENDOM AS;0;68.100;AS;SUORTÀ EIENDOM AS;200;konkurs: False
821800412;SUORTÀ INVEST AS;0;00.000;AS;;200;konkurs: False
821829682;MOBMAN AS;0;71.129;AS;MOBMAN HOLDING AS;200;konkurs: False
821842972;ARWA AUTO SERVICE NAEL ABDULHAKIM ABUSHANAB;0;45.112;ENK;;200;konkurs: False
821845262;ATL AS;18;78.200;AS;;200;konkurs: False
821846242;SNEKKER HOLDING AS;0;43.320;AS;;200;konkurs: False
821862132;AURDAL TAXI;0;49.320;ENK;;200;konkurs: False
821888522;Huddlestock Fintech AS;3;62.010;AS;;200;konkurs: False
821889472;ECO STOR AS;17;72.190;AS;;200;konkurs: False
821903092;FROM AS;;;AS;FROM II AS;200; slettdato: 2021-07-03
821926122;APOLLÔN II AS;1;86.211;AS;;200;konkurs: False
821962412;H.H. EIENDOM AS;0;68.209;AS;;200;konkurs: False
821968402;ADVOKATFIRMAET MØLLER AS;6;69.100;AS;;200;konkurs: False
821971462;Hexeberg Holding AS;2;43.120;AS;;200;konkurs: False
821992192;ASF HOLDING AS;0;64.308;AS;;200;konkurs: False
821998662;OMEGA Tek AS;0;46.694;AS;;200;konkurs: False
822017002;MODAL AKTIVA AS;0;64.308;AS;;200;konkurs: False
822017762;Sandefjord Betongsaging AS;;;AS;;200; slettdato: 2021-09-06
822021662;Asfalt-Industri AS;11;33.120;AS;VALHALL-INDUSTRI AS;200;konkurs: False
822024742;ADVOKATFIRMAET ØSTVIK AS;;;AS;;200; slettdato: 2022-12-27
822031102;SVENSK EL-KVALITÈ AS;0;43.210;AS;;200;konkurs: False
822046282;R HANSEN CONSULTING;0;70.220;ENK;;200;konkurs: False
822047572;HV VII Invest Foxtrot II AS;;;AS;;200; slettdato: 2020-12-08
822053602;TORIL N. JAREN AS;1;86.211;AS;;200;konkurs: False
822055362;HR NORDIC BIDCO AS;3;63.110;AS;TALENTECH GROUP AS;200;konkurs: False
822059902;MIINT INTERNATIONAL R.SIKORA;;;ENK;;200; slettdato: 2022-03-22
822067662;BOLIG FOR FOLKET AS;0;41.109;AS;;200;konkurs: False
822076882;MA AKTIVA AS;0;64.308;AS;;200;konkurs: False
822082432;REINEBRINGEN SPORT AS;0;47.641;AS;;200;konkurs: False
822088422;ØKSNES MØBELSENTER AS;6;46.471;AS;;200;konkurs: False
822096972;TRYGGE BARN 2.0 AS;4;85.599;AS;;200;konkurs: False
822105262;Tnv Holding AS;0;70.220;AS;;200;konkurs: False
822111432;HJELPEMIDLER ØST AS;1;46.460;AS;;200;konkurs: False
822122922;LINDA STUHAUG AS;1;90.035;AS;;200;konkurs: False
822123562;CLAQ AS;0;69.203;AS;;200;konkurs: False
822155022;JYW AS;2;81.210;AS;;200;konkurs: False
822168132;ELDØY AS;0;85.599;AS;;200;konkurs: False
822168752;Sport Outlet Narvik 70 AS;9;47.641;AS;;200;konkurs: False
822171982;VINDU & HÅNDVERK AS;4;46.739;AS;;200;konkurs: False
822193722;MUDO GYM NOTODDEN AS;;;AS;;200; slettdato: 2021-02-06
822198422;BERG-JENSEN INVEST AS;0;41.109;AS;;200;konkurs: False
822200702;LENE FRIBERG-MASSASJETERAPEUT AS;1;86.909;AS;;200;konkurs: False
822205682;Mg Tech AS;0;62.010;AS;;200;konkurs: False
822207812;VISIT ALTA AS;1;79.901;AS;;200;konkurs: False
822213022;Vognveien 43 AS;0;41.200;AS;;200;konkurs: False
822219802;FRISØRSALONG LILLE MARIA IDZANOVIC;;;ENK;;200; slettdato: 2021-01-18
822221742;GULLE EIENDOM AS;0;68.209;AS;;200;konkurs: False
822234372;Monica Kolseth;;;ENK;;200; slettdato: 2022-03-07
822235182;AM SKOGSDRIFT AS;2;02.200;AS;;200;konkurs: False
822244572;MAP CO OSLO AS;0;41.200;AS;;200;konkurs: False
822245242;KRAMSJØ AS;9;56.101;AS;;200;konkurs: False
822249892;Skolegata 14-16 AS;0;68.209;AS;;200;konkurs: False
822264042;47Bygg AS;2;41.200;AS;;200;konkurs: False
822298362;Sandel Toader Transport;;;ENK;;200; slettdato: 2021-05-27
822299792;ROGALAND HUS OG HAGE AS;;;AS;;200; slettdato: 2021-11-10
822304842;MDP AS;;;AS;;200; slettdato: 2021-06-14
822349072;VETERINÆRVIKAREN AS;0;75.000;AS;;200;konkurs: False
822349242;NORINNOVA NARVIK AS;0;62.020;AS;;200;konkurs: False
822352332;TØMRER IVAR BAKKEN-BERG;0;41.200;ENK;;200;konkurs: False
822355102;Ki-Tech Global AS;0;00.000;AS;;200;konkurs: False
822363792;Hansnes Fisk AS;0;03.111;AS;;200;konkurs: False
822364632;MORGENSTJERNEN TRIVSELSBOLIG AS;3;68.209;AS;MORGENSTJERNEN HELSEBOLIG AS;200;konkurs: False
822365582;Larsnes Holding AS;0;45.200;AS;;200;konkurs: False
822375952;Det Glutenfrie Verksted AS;3;46.769;AS;;200;konkurs: False
822396992;SHIPSHAVE AS;11;71.129;AS;;200;konkurs: False
822403972;EVO PARTNERS AS;0;70.220;AS;;200;konkurs: False
822406742;MARMAG HENRIKSEN;0;43.320;ENK;;200;konkurs: False
822433502;Mari Staveland AS;1;70.220;AS;;200;konkurs: False
822538452;Cathrines Alternativ AS;3;96.090;AS;;200;konkurs: False
822585582;DR KYSTFISKE AS;0;03.111;AS;;200;konkurs: False
822595332;LOS TACOS LØKKA AS;22;56.101;AS;;200;konkurs: False
822611362;Ola Pettersen;0;41.200;ENK;;200;konkurs: False
822611672;BLIKOM MEKANISKE;;;ENK;;200; slettdato: 2022-09-01
822633242;HELGELAND OPPLEVELSER AS;1;79.903;AS;ADVENTURE HELGELAND AS;200;konkurs: False
822652662;Sebari Motor AS;0;45.112;AS;;200;konkurs: False
822667422;BYGGTJENESTER HADELAND AS;1;41.200;AS;;200;konkurs: False
822695302;E&C TØMRERTJENESTER AS;2;41.200;AS;;200;konkurs: False
822698042;Gnist Ratvika Eiendom AS;;;AS;PPP RATVIKA EIENDOM AS;200; slettdato: 2020-04-28
822706592;Norwaste AS;9;71.129;AS;;200;konkurs: False
822706762;XIN AS;1;71.129;AS;;200;konkurs: False
822708862;BJØRGESÆTRA UTVIKLING AS;0;68.100;AS;;200;konkurs: False
822712452;FOCUS KAFE AS;13;56.101;AS;;200;konkurs: False
822719392;Mantiz AS;0;62.020;AS;;200;konkurs: False
822723802;CIVIL GROUP AS;0;70.220;AS;;200;konkurs: False
822724752;SALTVIK MEKANISKE AS;0;25.110;AS;;200;konkurs: True
822742122;Sætre Eiendomsinvest AS;0;68.209;AS;;200;konkurs: False
822745512;Andreas Jahr AS;;;AS;;200; slettdato: 2020-12-09
822750192;LØKKACATERING AS;2;56.210;AS;;200;konkurs: False
822753892;Kabelvåg Regnskap AS;3;69.201;AS;;200;konkurs: False
822772412;NORDRE SØRØYA RORBUER AS;4;68.209;AS;;200;konkurs: False
822772552;Kvinnherad Fjordresort AS;0;68.209;AS;;200;konkurs: False
822773052;ALTA RENHOLD AS;;;AS;;200; slettdato: 2021-09-25
822773532;FURULUND MASKIN ENTREPRENØR AS;1;43.120;AS;;200;konkurs: False
822790232;SKODVIN GARD 96/3 ØYVIND FESTE;0;01.110;ENK;;200;konkurs: False
822810152;SLOTTSFJELLET INVEST AS;0;68.209;AS;CAMALETRI EIENDOM AS;200;konkurs: False
822828132;LYGREGÅRDEN EIENDOM AS;0;68.209;AS;;200;konkurs: True
822835872;D-LIGHT AS;0;47.990;AS;;200;konkurs: False
822845932;RUND BAUT AS;1;70.220;AS;;200;konkurs: False
822851932;KAIA HEGRE AS;0;01.430;AS;;200;konkurs: False
822875912;Oddleiv Sæle Konsult AS;0;70.220;AS;;200;konkurs: False
822880312;CLAY FILLER UTLEIE PÅL-EIRIK SEDOLFSEN;0;68.209;ENK;;200;konkurs: False
822884512;PANDORA-NORGE JOHN PETTER THINGSTAD;0;26.700;ENK;;200;konkurs: False
822886582;PIXERY MEDIA NORWAY AS;2;62.090;AS;;200;konkurs: False
822903312;SPIRE INNOVASJON AS;2;70.220;AS;;200;konkurs: False
822904602;JEGERS SERVICEBUREAU AS;2;81.101;AS;;200;konkurs: False
822904882;ED SOLUTIONS AS;3;70.220;AS;;200;konkurs: False
822906222;HUSTADVIKA TRAFIKKSKOLE AS;2;85.530;AS;;200;konkurs: False
822907172;KJELVIKSPILLET AS;0;90.012;AS;;200;konkurs: False
822917372;FUZZY MOLDE AS;10;56.101;AS;;200;konkurs: False
822927602;SQT AS;8;77.390;AS;;200;konkurs: False
822928552;WEX APARTMENTS AS;6;55.101;AS;WEX HOTELS AS;200;konkurs: False
822939562;VERO BYGG EIENDOM AS;0;68.209;AS;;200;konkurs: False
822941222;CIVIL MANAGEMENT AS;6;71.121;AS;;200;konkurs: False
822953972;NRGIZE AS;;;AS;;200; slettdato: 2021-09-29
822960472;TORGERSEN LANGGATEN 38;0;68.209;ENK;;200;konkurs: False
822965962;HATCH ACCELERATOR FUND AS;0;00.000;AS;;200;konkurs: False
822969062;Oppsving Eiendom AS;0;68.209;AS;;200;konkurs: False
822981712;TASTE OF THAI AS;1;56.102;AS;;200;konkurs: False
822989152;Nordre Torv 6 AS;0;68.209;AS;;200;konkurs: False
823010702;MATHISEN HUS & HYTTESERVICE OLE JOHAN MATHISEN;;;ENK;;200; slettdato: 2020-09-23
823011512;Orvei Invest AS;0;00.000;AS;;200;konkurs: False
823017022;ØLØL AS;5;46.349;AS;;200;konkurs: False
823048912;LJ ERVIK CONSULTING;;;ENK;;200; slettdato: 2021-12-30
823070632;VIK BYGGSERVICE AS;8;41.200;AS;;200;konkurs: False
823073232;ESPEN SIMENSEN HOLDING AS;0;62.010;AS;;200;konkurs: False
823099002;KREKLING CONSULTING AS;1;85.599;AS;;200;konkurs: False
823119542;JAKOBSEN MEKANISKE VERKSTED DRIFT AS;6;33.150;AS;;200;konkurs: False
823130422;HELGELAND REVISJON AS;7;69.202;AS;;200;konkurs: False
823131542;DANIEL PLURA SNEKKERSERVICE AS;1;41.200;AS;;200;konkurs: False
823145802;STILLAS1 AS;25;43.990;AS;;200;konkurs: False
823149972;RYDMARKGÅRDEN & CO AS;0;68.209;AS;;200;konkurs: False
823160712;JOBBUTSTYR AS;1;46.421;AS;;200;konkurs: False
823163762;HABO-EIENDOM AS;;;AS;;200; slettdato: 2022-02-08
823169442;STRYN HOUSE APARTMENTS AS;2;55.102;AS;FLIK EIENDOM AS;200;konkurs: False
823171382;BESITY AS;1;70.220;AS;;200;konkurs: False
823176732;EXCESS HOLDING AS;;;AS;;200; slettdato: 2021-01-15
823187912;OPTUS AS;8;73.110;AS;CREATIVE HEADS AS;200;konkurs: False
823194552;Sentrum Regnskap Edina Brohier;;;ENK;EDINA BROHIER;200; slettdato: 2020-07-24
823197942;ØVRE 2 AS;0;68.209;AS;;200;konkurs: False
823212852;UGLE EIENDOM AS;0;68.209;AS;IH3 EIENDOM AS;200;konkurs: False
823219342;Ulrix Personal AS;8;78.200;AS;;200;konkurs: False
823231032;AASLAND AS;0;70.220;AS;;200;konkurs: False
823242352;Blomsterteltet Tynset AS;3;47.761;AS;;200;konkurs: False
823244002;H. HOLMEBAKKEN AS;2;43.990;AS;;200;konkurs: False
823251602;FOSSHEIM TURISTHOTELL AS;37;55.101;AS;;200;konkurs: False
823256272;Endretta AS;0;93.190;AS;;200;konkurs: False
823261152;KNIKSEN SPORTSBAR OASEN AS;25;56.301;AS;;200;konkurs: False
823261292;SLØRDAHL BYGGSERVICE AS;2;43.990;AS;;200;konkurs: False
823321902;ARCTIC LOGISTICS AS;0;70.220;AS;;200;konkurs: False
823323492;BEAUTY BY ANNA AS;4;96.020;AS;;200;konkurs: False
823336772;Hjelsethgården Martin L. Hjelseth;;;ENK;;200; slettdato: 2020-10-23
823378882;SØR TECH AS;2;33.120;AS;;200;konkurs: False
823388152;SCITUS AS;1;71.129;AS;;200;konkurs: False
823393342;RNP E2 AS;0;68.209;AS;;200;konkurs: False
823400632;Kokstadflaten Utleie AS;0;68.209;AS;;200;konkurs: False
823404522;SKYSET UTBYGGING AS;0;41.109;AS;;200;konkurs: False
823414862;NORTHCON NORGE AS;;;AS;;200; slettdato: 2022-11-09
823417942;Skjoldingsneset Eiendom AS;0;68.209;AS;;200;konkurs: False
823421192;Sandblåsing Metallisering Og Overflatebehandling AS;1;25.620;AS;;200;konkurs: False
823441142;Dokka Farge Og Miljø AS;15;47.523;AS;;200;konkurs: False
823450982;DEVOLD CONSULTING AS;13;69.201;AS;;200;konkurs: False
823458452;THAI SABAI MASSASJE AS;0;96.040;AS;;200;konkurs: False
823459602;BANKEN CAFÈ AS;18;56.101;AS;;200;konkurs: False
823479522;SÆVEREID CONSULTING AS;1;62.010;AS;;200;konkurs: False
823479662;INVESTAD AS;1;70.220;AS;;200;konkurs: False
823480652;LH OG SØNN AS;0;47.990;AS;;200;konkurs: False
823485352;Drabløs Bygg;0;41.200;ENK;;200;konkurs: False
823554052;Bare 3 AS;5;46.739;AS;;200;konkurs: False
823566042;UNDERDAL MASKIN;;;ENK;;200; slettdato: 2022-08-19
823567952;Kids Og Kaffe AS;15;56.101;AS;;200;konkurs: False
823577842;REFSTADVEIEN 22 AS;0;68.209;AS;;200;konkurs: False
823600372;PAXON HAUGESUND AS;11;71.121;AS;;200;konkurs: False
823617232;HALLERUD CONSULTING AS;2;70.220;AS;;200;konkurs: False
823624182;Tasteful Foods Norway AS;1;46.390;AS;;200;konkurs: False
823627432;MERKURPOS AS;0;62.010;AS;;200;konkurs: False
823633882;EBUTIKKEN UTVIKLING AS;0;62.010;AS;;200;konkurs: False
